religia_v1;religijność_v2;praktyki_rel_v3;rel_a_edu_v4;rel_a_zaw_v5;rel_a_stud_v6;Zdrowie_v7;Rodzina_v8;Pieniądze_v9;Stabilność_fin_v10;Rozw_v11;Wiara_v12;Wiara_pomaga_v13;Wiara_a_ plany_v14;Wiara_a_stres_v15;Wiara_a_edukacja_v16;Tożsamość_narodowa_v17;Dieta_v18;Ubiór_v19;Rozrywka_v20;Wpływ_wiary_Index;Presja_społeczna_v21;Presja_rodziny_v22;Pozytywnie_v23;Utożsamienie_v24;Obecność_religii_v25;Szkoła_v26;Wigilia_v27;Krzyż_v28;Dyskryminacja_v29;Katolicy_dyskryminacja_v30;Wybór_kierunku_v31;Wiara_a_nauka_v32;Zmiana_wiary_v33;Presja_praktykowania_v34;Presja_ograniczenie_v35;Zmiana_postaw_v36;Oczekiwania_społeczne_v37;Matka_v38;Ojciec_v39;Rozumienie_religijności_v40;Płeć;Rok_urodzenia;Wiek;Miejsce_zamieszkania;Rok_studiów
Kościół rzymskokatolicki;Zdecydowanie nie;Rzadziej niż raz w miesiącu;Nie;Nie, dopiero studiuję;Tak;Zgadzam się;Zgadzam się;Raczej się zgadzam;Zgadzam się;Nie mam zdania;Raczej się nie zgadzam;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;0.3125;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Zdecydowanie źle;Zdecydowanie tak;Trudno powiedzieć;Trudno powiedzieć;Raczej tak;Zdecydowanie nie;Nigdy;Ani sprzeczne, ani zgodne;Tak, nie zmieniłem/zmieniłam wyznania ale moja wiara stała się słabsza;Nie;Nie;1;3;Trudno powiedzieć;Trudno powiedzieć;;Kobieta;2002;23;Miasto od 150 tys. do 500 tys.;IV - jednolite studia magisterskie lub I - studia II stopnia
Agnostycyzm;Raczej nie;W ogóle nie uczestniczę;Absolutnie nie;Nie są w ogóle;Nie;Zgadzam się;Zgadzam się;Raczej się zgadzam;Raczej się zgadzam;Zgadzam się;Nie mam zdania;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;0.625;Nie zgadzam się;Nie zgadzam się;Nie mam zdania;Raczej się nie zgadzam;Zdecydowanie źle;Zdecydowanie tak;Trudno powiedzieć;Trudno powiedzieć;Raczej tak;Raczej tak;Nigdy;Ani sprzeczne, ani zgodne;Pozostała bez zmian;Nie;Nie;1;1;Raczej tak;Raczej nie;;Mężczyzna;1995;30;Miasto od 150 tys. do 500 tys.;V - jednolite studia magisterskie lub II - studia II stopnia
Ateizm;Zdecydowanie nie;W ogóle nie uczestniczę;Nie powinna mieć go wcale ;Nie, religia ogłupia ludzi;Nie;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;0;Nie zgadzam się;Nie zgadzam się;Nie mam zdania;Zgadzam się;Zdecydowanie źle;Zdecydowanie tak;Raczej tak;Zdecydowanie negatywnie;Zdecydowanie nie;Zdecydowanie nie;Nigdy;Zdecydowanie sprzeczne;Pozostała bez zmian;Nie;Nie;1;1;Raczej tak;Zdecydowanie nie;Wariactwem;Kobieta;2004;21;Miasto powyżej 500 tys.;II rok
Kościół rzymskokatolicki;Raczej tak;Rzadziej niż raz w miesiącu;Nie;Nie, moja religia nie ma żadnego wpływu na moją pracę zawodową. Czasem tylko utrudnia mi uczestniczenie w niedzielnej mszy świętej, że względu na pracę w weekendy.;Nie;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Raczej się zgadzam;Raczej się nie zgadzam;Raczej się nie zgadzam;Nie zgadzam się;Raczej się zgadzam;Raczej się zgadzam;Raczej się nie zgadzam;Nie zgadzam się;4.0625;Raczej się zgadzam;Raczej się nie zgadzam;Raczej się zgadzam;Zgadzam się;Trudno powiedzieć;Raczej tak;Raczej tak;Raczej pozytywnie;Raczej tak;Zdecydowanie nie;Nigdy;Zdecydowanie sprzeczne;Tak, nie zmieniłem/zmieniłam wyznania ale moja wiara stała się słabsza;Rzadko;Nie;3;1;Zdecydowanie tak;Zdecydowanie tak;Częścią mnie, ponieważ dzięki niej staram się być dobrym człowiekiem.;Kobieta;1999;26;Miasto od 50 tys. do 150 tys.;V - jednolite studia magisterskie lub II - studia II stopnia
Ateizm;Zdecydowanie nie;W ogóle nie uczestniczę;Oczywiście, że nie. Skoro jesteśmy państwem demokratycznym to i świeckim. Nie możemy mieszać religijności z edukacja. Osoby przynależące do jakiegoś kościoła mogą z łatwością uczestniczyć w scholach czy specjalnych salkach katechetycznych przy kościele.;Nie jestem geografem wogóle nie jest to przydatne;Nie;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;0;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Zdecydowanie źle;Zdecydowanie tak;Raczej tak;Raczej negatywnie;Zdecydowanie tak;Zdecydowanie nie;Nigdy;Zdecydowanie sprzeczne;Pozostała bez zmian;Nie;Nie;1;1;Raczej tak;Raczej nie;Religijność to  pewnego rodzaju cecha, która mogą a nie muszą mieć osoby wierzące, które utożsamiają się że swoją wiara i ograniczeniami jakie dana wiara im przedstawia;Kobieta;2002;23;Miasto do 50 tys.;IV - jednolite studia magisterskie lub I - studia II stopnia
Agnostycyzm;Zdecydowanie nie;W ogóle nie uczestniczę;Nie;Nie;Tak;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Raczej się zgadzam;Nie zgadzam się;Raczej się zgadzam;Raczej się zgadzam;1.875;Raczej się zgadzam;Nie zgadzam się;Nie zgadzam się;Raczej się nie zgadzam;Zdecydowanie źle;Zdecydowanie tak;Zdecydowanie nie;Zdecydowanie negatywnie;Zdecydowanie tak;Raczej nie;Nigdy;Zdecydowanie sprzeczne;Pozostała bez zmian;Nie;Nie;1;1;Zdecydowanie nie;Zdecydowanie nie;;Kobieta;2002;23;Miasto od 150 tys. do 500 tys.;V - jednolite studia magisterskie lub II - studia II stopnia
Agnostycyzm;Zdecydowanie nie;W ogóle nie uczestniczę;Zdecydowanie nie;Nie, religijność pracownika w zdecydowanej większości zawodów nie jest w żaden sposób przydatna i nie powinna mieć wpływu na sposób wykonywania pracy, czy postrzegania klienta lub usługobiorcy.;Nie;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Raczej się nie zgadzam;Raczej się nie zgadzam;Nie zgadzam się;Raczej się nie zgadzam;Nie zgadzam się;Raczej się zgadzam;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;0.9375;Nie zgadzam się;Nie zgadzam się;Raczej się zgadzam;Nie mam zdania;Zdecydowanie źle;Zdecydowanie tak;Trudno powiedzieć;Raczej negatywnie;Raczej tak;Zdecydowanie nie;Nigdy;Raczej sprzeczne;Pozostała bez zmian;Nie;Tak, czasami;1;1;Raczej tak;Raczej tak;Życie według utwierdzeń jednej wyznawanej religii, z dużym naciskiem na wysoki wpływ tej religii na większość dokonywanych wyborów i aspektów życiowych.;Kobieta;2000;25;Miasto od 150 tys. do 500 tys.;V - jednolite studia magisterskie lub II - studia II stopnia
Kościół rzymskokatolicki;Zdecydowanie tak;Raz w tygodniu;Tak, ponieważ założenia religii są dobre. Opiera się na szerzeniu dobra i szacunku dla innych osób, pomocy słabszym. ;Tak, ponieważ staram się być zawsze dobra i sprawiedliwa, co wpływa pozytywnie na współpracowników. ;Tak;Zgadzam się;Zgadzam się;Nie mam zdania;Raczej się zgadzam;Raczej się zgadzam;Zgadzam się;Raczej się zgadzam;Raczej się zgadzam;Nie mam zdania;Raczej się nie zgadzam;Zgadzam się;Raczej się nie zgadzam;Nie mam zdania;Nie mam zdania;5.625;Nie mam zdania;Nie zgadzam się;Nie mam zdania;Zgadzam się;Zdecydowanie dobrze;Zdecydowanie nie;Zdecydowanie tak;Zdecydowanie pozytywnie;Zdecydowanie nie;Trudno powiedzieć;Nigdy;Ani sprzeczne, ani zgodne;Pozostała bez zmian;Nie;Nie;2;1;Zdecydowanie tak;Zdecydowanie tak;Podstawą wartości, którymi chce się kierować ;Kobieta;2000;25;Miasto do 50 tys.;V - jednolite studia magisterskie lub II - studia II stopnia
Ateizm;Zdecydowanie nie;W ogóle nie uczestniczę;Absolutnie nie ;Nie posiadam ;Nie;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;0;Raczej się zgadzam;Raczej się zgadzam;Nie mam zdania;Nie mam zdania;Trudno powiedzieć;Zdecydowanie tak;Zdecydowanie nie;Zdecydowanie negatywnie;Zdecydowanie tak;Zdecydowanie nie;Nigdy;Zdecydowanie sprzeczne;Pozostała bez zmian;Tak, często;Nie;1;1;Zdecydowanie tak;Trudno powiedzieć;Stratą czasu :D;Kobieta;2003;22;Miasto od 50 tys. do 150 tys.;II rok
Kościół rzymskokatolicki;Zdecydowanie nie;W ogóle nie uczestniczę;Nie;Nie;Nie;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Raczej się nie zgadzam;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Raczej się zgadzam;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;0.3125;Raczej się nie zgadzam;Raczej się zgadzam;Nie mam zdania;Nie zgadzam się;Raczej źle;Raczej tak;Raczej tak;Raczej negatywnie;Raczej tak;Raczej nie;Nigdy;Zdecydowanie sprzeczne;Pozostała bez zmian;Rzadko;Nie;4;2;Trudno powiedzieć;Trudno powiedzieć;;Kobieta;2004;21;Wieś;II rok
Kościół prawosławny;Nie mam zdania;W ogóle nie uczestniczę;Nie;.;Nie;Zgadzam się;Zgadzam się;Raczej się zgadzam;Raczej się zgadzam;Zgadzam się;Raczej się nie zgadzam;Raczej się nie zgadzam;Raczej się nie zgadzam;Raczej się nie zgadzam;Nie zgadzam się;Raczej się zgadzam;Raczej się nie zgadzam;Raczej się nie zgadzam;Raczej się nie zgadzam;2.1875;Raczej się nie zgadzam;Raczej się nie zgadzam;Nie mam zdania;Nie mam zdania;Trudno powiedzieć;Raczej tak;Raczej nie;Trudno powiedzieć;Raczej nie;Raczej nie;Nigdy;Ani sprzeczne, ani zgodne;Pozostała bez zmian;Nie;Nie;2;3;Raczej tak;Trudno powiedzieć;wiara ;Kobieta;2004;21;Miasto od 150 tys. do 500 tys.;III rok
Kościół rzymskokatolicki;Zdecydowanie tak;Kilka razy w tygodniu;Nie ;Nie ;Nie;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Raczej się zgadzam;Nie mam zdania;Zgadzam się;Nie zgadzam się;Raczej się zgadzam;Nie zgadzam się;Nie mam zdania;Nie mam zdania;5.3125;Nie mam zdania;Nie zgadzam się;Nie mam zdania;Nie mam zdania;Trudno powiedzieć;Raczej tak;Trudno powiedzieć;Trudno powiedzieć;Zdecydowanie nie;Zdecydowanie nie;Nigdy;Ani sprzeczne, ani zgodne;Pozostała bez zmian;Nie;Nie;1;1;Trudno powiedzieć;Zdecydowanie tak;Osobista droga ;Kobieta;2004;21;Miasto do 50 tys.;II rok
Ateizm;Zdecydowanie nie;W ogóle nie uczestniczę;Nie;Nie;Nie;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;0;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Raczej źle;Zdecydowanie tak;Zdecydowanie tak;Raczej negatywnie;Raczej tak;Trudno powiedzieć;Nigdy;Zdecydowanie sprzeczne;Pozostała bez zmian;Nie;Nie;1;1;Zdecydowanie nie;Raczej tak;Oznaką przedpotopowego myślenia i głupotą;Kobieta;2003;22;Miasto od 150 tys. do 500 tys.;III rok
Kościół rzymskokatolicki;Raczej nie;W ogóle nie uczestniczę;Nie;Nie;Nie;Zgadzam się;Zgadzam się;Raczej się zgadzam;Zgadzam się;Raczej się zgadzam;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;0;Raczej się zgadzam;Raczej się zgadzam;Raczej się zgadzam;Nie zgadzam się;Zdecydowanie źle;Zdecydowanie tak;Raczej nie;Raczej negatywnie;Zdecydowanie tak;Zdecydowanie nie;Nigdy;Raczej sprzeczne;Pozostała bez zmian;Tak, często;Nie;1;1;Zdecydowanie tak;Trudno powiedzieć;;Kobieta;2002;23;Miasto do 50 tys.;III rok
Kościół rzymskokatolicki;Raczej tak;Raz w tygodniu;Nie;Nie;Nie;Zgadzam się;Zgadzam się;Raczej się zgadzam;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Nie mam zdania;Raczej się zgadzam;Nie mam zdania;Zgadzam się;Raczej się zgadzam;Raczej się nie zgadzam;Raczej się nie zgadzam;6.25;Raczej się nie zgadzam;Nie zgadzam się;Raczej się zgadzam;Raczej się zgadzam;Trudno powiedzieć;Trudno powiedzieć;Raczej tak;Raczej pozytywnie;Raczej nie;Raczej nie;Nigdy;Ani sprzeczne, ani zgodne;Pozostała bez zmian;Rzadko;Nie;2;1;Zdecydowanie tak;Zdecydowanie tak;Podążanie za wiarą i życie zgodnie z jej przekonaniami;Mężczyzna;2003;22;Miasto do 50 tys.;III rok
Kościół rzymskokatolicki;Zdecydowanie nie;W ogóle nie uczestniczę;absolutnie nie ;nie;Nie;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Raczej się zgadzam;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;0;Nie zgadzam się;Nie zgadzam się;Raczej się nie zgadzam;Nie zgadzam się;Trudno powiedzieć;Zdecydowanie tak;Raczej tak;Raczej pozytywnie;Raczej nie;Raczej nie;Nigdy;Ani sprzeczne, ani zgodne;Pozostała bez zmian;Nie;Nie;2;1;Raczej nie;Raczej nie;;Kobieta;2004;21;Miasto od 50 tys. do 150 tys.;II rok
Przekonania własne, niepodlegające konkretnej społeczności o charakterze religijnym.;Zdecydowanie tak;W ogóle nie uczestniczę;Tak, istotność duchowości powinna mieć większy wpływ, jednakże nienastawiona na konkretne wyznanie.;Obecnie nie pracuję.;Nie;Zgadzam się;Zgadzam się;Raczej się nie zgadzam;Raczej się zgadzam;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Raczej się zgadzam;Raczej się nie zgadzam;Raczej się nie zgadzam;Nie mam zdania;7.5;Raczej się nie zgadzam;Nie zgadzam się;Raczej się zgadzam;Raczej się zgadzam;Zdecydowanie dobrze;Trudno powiedzieć;Zdecydowanie tak;Zdecydowanie pozytywnie;Zdecydowanie nie;Trudno powiedzieć;Tak, często;Zdecydowanie zgodne;Pozostała bez zmian;Tak, czasami;Rzadko;1;1;Raczej tak;Trudno powiedzieć;Rozwojem na tle prawdziwej natury umysłu oraz ludzkiej egzystencji...;Mężczyzna;2004;21;Miasto do 50 tys.;II rok
Kościół rzymskokatolicki;Raczej tak;Rzadziej niż raz w miesiącu;Tak;Tak nauki i zasady;Tak;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Nie mam zdania;Nie mam zdania;Nie mam zdania;Nie mam zdania;Nie mam zdania;Zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;3.125;Nie zgadzam się;Nie zgadzam się;Raczej się zgadzam;Zgadzam się;Zdecydowanie dobrze;Zdecydowanie nie;Zdecydowanie tak;Zdecydowanie pozytywnie;Zdecydowanie nie;Zdecydowanie tak;Nigdy;Ani sprzeczne, ani zgodne;Pozostała bez zmian;Nie;Nie;1;1;Raczej tak;Raczej tak;;Mężczyzna;2000;25;Miasto od 150 tys. do 500 tys.;IV - jednolite studia magisterskie lub I - studia II stopnia
Kościół rzymskokatolicki;Zdecydowanie nie;W ogóle nie uczestniczę;Całkowicie nie, religia powinna być w kościołach. Edukacja to faktycznie w religi jest tylko wiara brak faktów ;Religia nie powinna być w ogóle brana pod uwagę jeśli chodzi o pracę. W pracy powinny się liczyć kompetencje a życie prywatne nie powinno mieć nic do tego. Nie wyobrażam sobie żebym była tak czy inaczej postrzegana przez religię ;Tak;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Raczej się nie zgadzam;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Raczej się zgadzam;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;0.3125;Nie zgadzam się;Nie zgadzam się;Raczej się nie zgadzam;Nie zgadzam się;Zdecydowanie źle;Zdecydowanie tak;Raczej tak;Trudno powiedzieć;Raczej tak;Raczej tak;Nigdy;Zdecydowanie sprzeczne;Pozostała bez zmian;Nie;Nie;1;1;Raczej nie;Raczej tak;W Polsce? Kłamstwem, hipokryzją ;Kobieta;2002;23;Miasto powyżej 500 tys.;III rok
Ateizm;Zdecydowanie nie;W ogóle nie uczestniczę;Nie;Nie;Nie;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie mam zdania;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;0;Nie zgadzam się;Nie zgadzam się;Nie mam zdania;Nie mam zdania;Zdecydowanie źle;Zdecydowanie tak;Zdecydowanie nie;Raczej negatywnie;Zdecydowanie tak;Zdecydowanie nie;Nigdy;Raczej sprzeczne;Pozostała bez zmian;Nie;Nie;1;1;Raczej tak;Zdecydowanie nie;;Mężczyzna;2003;22;Miasto od 150 tys. do 500 tys.;III rok
Ateizm;Zdecydowanie nie;W ogóle nie uczestniczę;zdecydowanie nie;nie;Nie;Zgadzam się;Raczej się zgadzam;Zgadzam się;Zgadzam się;Zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;0;Nie zgadzam się;Nie zgadzam się;Raczej się nie zgadzam;Nie mam zdania;Zdecydowanie źle;Zdecydowanie tak;Zdecydowanie nie;Zdecydowanie negatywnie;Raczej tak;Raczej nie;Nigdy;Zdecydowanie sprzeczne;Pozostała bez zmian;Nie;Nie;1;1;Raczej tak;Raczej tak;;Kobieta;2002;23;Miasto powyżej 500 tys.;IV - jednolite studia magisterskie lub I - studia II stopnia
Agnostycyzm;Zdecydowanie nie;W ogóle nie uczestniczę;Nie;Nie. Jestem osobą niewierzącą;Nie;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Raczej się zgadzam;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie mam zdania;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;0;Nie zgadzam się;Nie zgadzam się;Nie mam zdania;Nie zgadzam się;Trudno powiedzieć;Zdecydowanie tak;Trudno powiedzieć;Raczej negatywnie;Raczej tak;Raczej nie;Nigdy;Raczej sprzeczne;Pozostała bez zmian;Nie;Nie;1;1;Trudno powiedzieć;Raczej tak;Osobiście niczym. Ale ogólnie odbieram ją jako indywidualne preferencje dotyczące praktykowania danej wiary.;Mężczyzna;2002;23;Miasto do 50 tys.;II rok
Kościół rzymskokatolicki;Zdecydowanie tak;Codziennie;Wierzę, że religia jest nieodłącznym elementem edukacji, a także duchowego i kulturowego wychowania młodzieży. Z tego powodu nie powinna być zaniedbywana.;Uważam, że wartości i nauki Jezusa Chrystusa są przydane w ludzkiej egzystencji, nie tylko w poprawnym funkcjonowaniu w społeczeństwie, ale również w indywidualnym odczuciu. Co do pracy zawodowej, znajomość wartości i zasad religijnych może pomóc w uniknięciu konfliktów i zrozumienia postępowania innych.;Tak;Zgadzam się;Zgadzam się;Nie mam zdania;Raczej się zgadzam;Raczej się zgadzam;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Raczej się zgadzam;Zgadzam się;Nie mam zdania;Raczej się zgadzam;Nie mam zdania;8.125;Raczej się zgadzam;Nie zgadzam się;Nie mam zdania;Zgadzam się;Zdecydowanie dobrze;Raczej nie;Zdecydowanie tak;Zdecydowanie pozytywnie;Raczej nie;Raczej nie;Tak, zawsze;Zdecydowanie zgodne;Tak, nie zmieniłem/zmieniłam wyznania ale moja wiara stała się silniejsza;Nie;Tak, czasami;2;1;Raczej tak;Raczej tak;Religijność dla mnie to złożony system przekonań, praktyk i doświadczeń, który umożliwia refleksję nad transcendentalnymi aspektami rzeczywistości. Oznacza to również zarówno indywidualne poszukiwanie duchowego wymiaru życia, jak i uczestnictwo w tradycjach kulturowych, które nadają sens ludzkiej egzystencji.;Kobieta;2000;25;Miasto do 50 tys.;IV - jednolite studia magisterskie lub I - studia II stopnia
Kościół rzymskokatolicki;Raczej tak;Codziennie;Myślę, że już ma. kultura chrześcijańska zatem i religia ma przecież wpływ na kulturę i edukację w Polsce. ;Ja przez to że się modlę mam w sobie duży pokój i nadzieję. Modlitwa osobista i Medytacja zachowuje mnie w zdrowiu, więc jeżeli chodzi o mój zawód w środowisku, w którym mogłabym się łatwo zarazić jakąś chorobą, pozostaję zdrowa i w środowisku, w którym występuje duża presja dzielę się swoją radością i entuzjazmem z innymi biorę, czyli wiara mnie odporną. Poza tym pracuję dla parafii przygotowując młodzież do sakramentu bierzmowania oraz pracuję dla Wspólnoty katolickiej, również formując młodzież - jeśli o to chodziło w tym pytaniu.;Tak;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Raczej się zgadzam;Zgadzam się;Zgadzam się;Zgadzam się;10;Nie zgadzam się;Nie zgadzam się;Nie mam zdania;Zgadzam się;Raczej dobrze;Raczej nie;Trudno powiedzieć;Zdecydowanie pozytywnie;Raczej nie;Raczej tak;Tak, często;Raczej zgodne;Tak, nie zmieniłem/zmieniłam wyznania ale moja wiara stała się silniejsza;Rzadko;Nie;2;1;Zdecydowanie tak;Zdecydowanie tak;Zaangażowaniem w przekonania i praktyki danej religii i nie jest wiarą. Wiara jest relacją z żywą osobą.;Kobieta;2001;24;Miasto powyżej 500 tys.;IV - jednolite studia magisterskie lub I - studia II stopnia
Kościół rzymskokatolicki;Raczej tak;Codziennie;Nie;Tak moralność i sumienie zapraszają nas do troski o innych wbrew nam samym jest to nienaturalne a jednak sprawia że jesteśmy lepszymi ludźmi przyjaciółmi studentami pracownikami;Tak;Zgadzam się;Zgadzam się;Raczej się zgadzam;Zgadzam się;Zgadzam się;Zgadzam się;Raczej się zgadzam;Raczej się zgadzam;Nie mam zdania;Nie mam zdania;Nie mam zdania;Nie mam zdania;Raczej się nie zgadzam;Raczej się zgadzam;6.25;Raczej się nie zgadzam;Nie zgadzam się;Nie mam zdania;Raczej się zgadzam;Trudno powiedzieć;Trudno powiedzieć;Raczej nie;Raczej pozytywnie;Raczej nie;Raczej nie;Rzadko;Zdecydowanie zgodne;Pozostała bez zmian;Rzadko;Tak, czasami;2;1;Trudno powiedzieć;Raczej nie;Religijność to nie wiara religijność to wypełnianie praktyk religijnych okazywanie kultu ;Mężczyzna;2002;23;Miasto od 150 tys. do 500 tys.;I rok
Kościół rzymskokatolicki;Raczej tak;Raz w miesiącu;nie;nie, jestem studentem;Nie;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Raczej się zgadzam;Nie zgadzam się;Nie zgadzam się;Nie mam zdania;Nie zgadzam się;Nie mam zdania;Raczej się nie zgadzam;Nie zgadzam się;Nie zgadzam się;1.875;Nie zgadzam się;Raczej się zgadzam;Raczej się zgadzam;Nie mam zdania;Trudno powiedzieć;Zdecydowanie tak;Raczej tak;Trudno powiedzieć;Raczej nie;Raczej nie;Nigdy;Ani sprzeczne, ani zgodne;Tak, nie zmieniłem/zmieniłam wyznania ale moja wiara stała się słabsza;Tak, czasami;Nie;1;1;Zdecydowanie tak;Raczej tak;;Mężczyzna;2005;20;Wieś;I rok
